override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,BVD,dunsNumber,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,FIRSTLASER GMBH,Germany,,,,HRB 2086 |DE206569775|33/208/04660,Papenkamp 12,,,Bardowick,,21357,,,DE2330071856,329311307,,,,www.firstlaser.de,,,,
,FISCHER CONNECTORS GMBH,Germany,,,,HRB 93042 |DE131176820,Georg-Wimmer-Ring 10,,,Zorneding,,85604,,,DE8250103146,329372981,,,,www.fischerconnectors.com,,,,
,FISCHER ELEKTRONIK GMBH & CO.KG,Germany,,,,HRA 2836 |DE125797501|332/5720/0082,Nottebohmstraße 28,,,Lüdenscheid,,58511,,,DE4210024523,326332673,,,,www.fischerelektronik.de,,,,
,FIZ KARLSRUHE,Germany,,,,HRB 101892 |DE143582161|34/426/04007,Hermann-von-Helmholtz-Platz 1,,,Eggenstein-Leopoldshafen,,76344,,,DE7110026848,317426773,,,,www.fiz-karlsruhe.de,,,,
,FKM SINTERTECHNIK (GENEART),Germany,,,,HRB 2985 |DE811623037|020/233/40596,Zum Musbach 6,,,Biedenkopf,,35216,,,DE4330108092,344252119,,,,www.fkm-sintertechnik.de,,,,
,FLACH RHEIN MAIN GMBH (508),Germany,,,,HRB 86823 |DE260241332,Max-Planck-Straße 1,,,Büttelborn,,64572,,,DE6050237093,340523804,,,,www.flach-rheinmain.de,,,,
,LAPID SERVICE GMBH,Germany,,,,HRB 8042 |DE814652404,Untere Industriestraße 20,,,Netphen,,57250,,,DE4330209904,506878094,,,,www.lapid.de,,,,
,FLEUROP AG (583),Germany,,,,HRB 87533 B |DE136741738|29/050/60204,Lindenstraße 3-4,,,Berlin,,12207,,,DE2010042051,317835841,,,,bloomydays.com,,,,
,FLEUTEC COMPUTER GMBH,Germany,,,,HRB 9462 |DE181789419|115/5713/0220,Marktstraße 24,,,Tönisvorst,,47918,,,DE5210125345,388046682,,,,www.fleutec.de,,,,
,SAKOLOWSKI GMBH,Germany,,,,HRB 122033 B ,Dorfstraße 32,,,Berlin,,13051,,,DE2011503589,333093982,,,,www.fliesen-sako.de,,,,
,FLORAPRIMA GMBH,Germany,,,,HRB 101207 |DE240733149|13/207/20819,Didderser Str. 32,,,Wendeburg,,38176,,,DE2030237812,332400188,,,,www.floraprima.de,,,,
,WTB WAGNER TECHNIK BERLIN,Germany,,,,|DE253518096,Lübbenauer Str. 34A,,,Luckau,,15926,,,DE2012431630,313025698,,,,www.wagner-technik.eu,,,,
,FLOTTWEG SE,Germany,,,,HRB 8839 |DE811140623|132/120/20227,Industriestraße 6-8,,,Vilsbiburg,,84137,,,DE8350000055,316460534,,,,www.flottweg.com,,,,
,FLP CONSULTING AG,Germany,,,,HRB 26923 |DE275419673|315/5805/0949,Joseph-von-Fraunhofer-Straße 20,,,Dortmund,,44227,,,DE4070512998,341932039,,,,www.flpconsulting.de,,,,
,FLUIGENT DEUTSCHLAND GMBH,Germany,,,,HRB 510287 ,Carl-Zeiss-Platz 3,,,Jena,,7743,,,DE3410082449,313157728,,,,www.fluigent.com,,,,
,FLUX GERÄTE GMBH,Germany,,,,HRB 739167 |DE147856213,Talweg 12,,,Maulbronn,,75433,,,DE7330003400,315584540,,,,www.flux-pumps.de,,,,
,FLUXS GMBH (508),Germany,,,,HRB 17655 |DE294011347,Pestalozzistraße 30,,,München,,80469,,,DE8230590722,313070280,,,,www.fluxs.de,,,,
,FMS MONTAGETECHNIK GMBH,Germany,,,,HRB 76651 |DE811285508|145/202/60332,Junkersstraße 1,,,Puchheim,,82178,,,DE8330094420,316750843,,,,www.fms-montagetechnik.de,,,,
,FOCOS,Germany,,,,HRB 16323 ,Zum Kälterhaus 6B,,,Alzenau,,63755,,,DE8010214865,343834427,,,,www.focos-food.com,,,,
,FOL-TECH,Germany,,,,HRA 10756 |DE252017383|217/159/00200,Am Schelmberg 4,,,Gräfenberg,,91322,,,DE8070176467,312514538,,,,www.fol-tech.de,,,,
,FORCARGO GMBH & CO. KG,Germany,,,,HRA 14048 |DE813152443|316/5824/0526,Zum Lonnenhohl 40,,,Dortmund,,44319,,,DE4070322723,314981015,,,,www.forcargo.com,,,,
,EUWISA WIRTSCHAFTSAKADEMIE GMBH,Germany,,,,HRA 100112 |DE115451820|22/201/31100,Stüvestraße 41,,,Hameln,,31785,,,DE2170009745,341619582,,,,www.formularverlag.de,,,,
,FORSCHUNGSZENTRUM JULICH,Germany,,,,HRB 3498 |DE122624631|213/5700/0033,Wilhelm-Johnen-Straße,,,Jülich,,52428,,,DE5010005859,315230340,,,,www.fz-juelich.de,,,,
,EMTRON ELECTRONIC GMBH,Germany,,,,HRB 51831 |DE111627245,Lise-Meitner-Straße 3,,,Riedstadt,,64560,,,DE6190010411,316507607,,,,www.emtron.de,,,,
,HENGSTLER ALDINGEN,Germany,,,,HRB 460604 |DE811194298|21118/14702,Uhlandstraße 49,,,Aldingen,,78554,,,DE7270130685,316150572,,,,www.hengstler.de,,,,
,SHARP BUSINESS SYSTEMS DEUTSCHLAND GMBH,Germany,,,,HRB 78112 |DE220970882|219/5834/3631,Industriestraße 180,,,Köln,,50999,,,DE5190594686,332504229,,,,www.sharpbusiness.de,,,,
,FR.BREMER WEINHANDLUNG GMBH,Germany,,,,HRB 2057 |DE115310524|20/201/15810,Barfüßerstraße 10,,,Göttingen,,37073,,,DE2110051222,322451998,,,,www.weinhandlung-bremer.de,,,,
,AFK-INTERNATIONAL GMBH,Germany,,,,HRB 230183 B ,Colditzstraße 28,,,Berlin,,12099,,,DE2013026900,313249433,,,,,,,,
,FRAMOL MED GMBH,Germany,,,,HRB 9706 ,Marktstraße 19,,,Rheine,,48431,,,DE4250529891,342688915,,,,,,,,
,FRANCOTYP-POSTALIA,Germany,,,,HRB 169096 B |DE847883577|37/051/45004,Triftweg 21,,,Birkenwerder,,16457,,,DE2011688067,333837206,,,,www.francotyp.com,,,,
,BERGERHAUSEN SIEBDRUCK,Germany,,,,|DE159849989,Redcarstraße 54A,,,Troisdorf,,53842,,,DE5030285411,340388839,,,,www.bergerhausen.net,,,,
,SF GEFAHRGUTSERVICE,Germany,,,,|DE254604036,Schulstraße 53,,,Hiddenhausen,,32120,,,DE4170337200,342814780,,,,www.sf-gefahrgut.de,,,,
,LIPFERT & CO.,Germany,,,,HRA 1822 |DE133099078|230/245/70169,Wöhrdstraße 44,,,Lichtenfels,,96215,,,DE8070009828,322708595,,,,www.natural-farben.de,,,,
,FRANKL24 GMBH,Germany,,,,HRB 161936 |DE814661868|143/169/50346,Mühlweg 5,,,Sauerlach,,82054,,,DE8330429807,506921241,,,,www.frankl24.de,,,,
,"HABERMANN, BRAUNFELS",Germany,,,,HRA 7949 |DE113697243|039 824 00273,Am Weinberg 2,,,Braunfels,,35619,,,DE6110076457,320535537,,,,www.habermann-schrauben.de,,,,
,FRANZ JOOST GMBH,Germany,,,,HRA 728 NP |DE189776002|053/1050/1540,Am Jägerberg 9,,,Velten,,16727,,,DE2010105256,318968039,,,,www.joost-co.de,,,,
,FRANZ KALTENBACH GMBH,Germany,,,,HRB 702263 |DE259438261,Haslach 22A,,,Simonswald,,79263,,,DE7010049615,340298423,,,,www.kaltenbach-formenbau.de,,,,
,FRANZ NÜSING GMBH & CO. KG,Germany,,,,HRA 62 |DE126104882,Borkstraße 5,,,Münster,,48163,,,DE4250003909,316466671,,,,www.nuesing.com,,,,
,SCHMIDT AND HAENSCH GMBH AND CO,Germany,,,,HRA 14212 B |DE136655240,Waldstraße 80/81,,,Berlin,,13403,,,DE2010021128,315541961,,,,www.schmidt-haensch.de,,,,
,WITTWER ELEKTRONIK  SCHWARZENBRUCK,Germany,,,,HRA 9238 |DE132885458|221/289/30268,Hembacher Str. 4,,,Schwarzenbruck,,90592,,,DE8190091768,318293750,,,,www.wittwer.com,,,,
,FREI GMBH (583),Germany,,,,HRB 7383 |DE200745830|244/126/80134,Benzstraße 1A,,,Regenstauf,,93128,,,DE8230294731,313179033,,,,www.frei-gmbh.de,,,,
,FREIBURGER FACHMARKT,Germany,,,,HRB 4365 |DE156590904|06424/41951,Jechtinger Str. 7,,,Freiburg im Breisgau,,79111,,,DE7010120697,343301552,,,,www.ffsh.de,,,,
,FREIE UNIVERSITET BERLIN REFUND (508),Germany,,,,,Kaiserswerther Str. 16-18,,,Berlin,,14195,,,DELEI868905,313311078,,,,www.fu-berlin.de,,,,
,FREUDENBERG FILTRATION TECHNOLOGIESSE & CO.KG,Germany,,,,HRA 701691 |DE260171877|47010/17192,Höhnerweg 2,,,Weinheim,,69469,,,DE7170281108,340778626,,,,www.freudenberg-filter.de,,,,
,FRIEDR. FREEK GMBH,Germany,,,,HRB 4672 |DE125576365,Sudetenstraße 9,,,Menden (Sauerland),,58708,,,DE4190001096,320814700,,,,www.freek.de,,,,
,PICARD GMBH & CO. KG,Germany,,,,HRA 31146 |DE120805200|221/5818/0688,Heinrich-Schicht-Straße 7,,,Hückeswagen,,42499,,,DE5310002513,319712642,,,,www.picard-kg.de,,,,
,FRIEDRICH BENIEN GMBH & CO. KG,Germany,,,,HRA 10668 HB |DE114522159|60/152/04107,Europaallee 101,,,Bremen,,28309,,,DE2050032214,316485895,,,,www.benien.de,,,,
,FRIEDRICH DÜMMEN GMBH & CO. KG,Germany,,,,HRA 7626 |DE223938089|130/5801/0234,Rheinbabenstraße 8,,,Wesel,,46483,,,DE5390060199,331605423,,,,www.duemmen.de,,,,
,TRANSLAND SPEDITION GMBH,Germany,,,,HRB 4284 |DE812100283|020 246 60143,Kalteiche-Ring 47,,,Haiger,,35708,,,DE6110006786,317328383,,,,www.transland.de,,,,
,FRIO GMBH & CO. KG,Germany,,,,HRA 93203 |DE813714525|022 319 00101,Herzbergstraße 1,,,Niederdorfelden,,61138,,,DE6290065684,332392633,,,,www.frio.de,,,,
,FRISCH GMBH & CO. KG,Germany,,,,HRA 12865 |DE812395283|102/159/61104,Oskar-von-Miller-Straße 1a,,,Neusäß,,86356,,,DE8030161753,315296926,,,,www.kaercher-center-frisch.de,,,,
,FRISCHECENTER KOMP GMBH,Germany,,,,HRB 18669 |DE249836518|130/5937/0789,Julius-Leber-Straße 10,,,Wesel,,46485,,,DE5390072947,507190994,,,,www.komp.de,,,,
,"FRITSCH DRUCK GMBH, LEIPZIG",Germany,,,,HRB 16991 |DE141451741|232/108/05036,Heiterblickstraße 42,,,Leipzig,,4347,,,DE3150232343,506867055,,,,www.fritsch-druck.de,,,,
,FRITSCH GMBH,Germany,,,,HRB 10148 |DE811189307,Industriestraße 8,,,Idar-Oberstein,,55743,,,DE6010009045,316229087,,,,www.fritsch.de,,,,
,FRITZ ALTHOFF,Germany,,,,HRA 3670 ,Senningsweg 16,,,Schwerte,,58239,,,DE4190002650,325313307,,,,schwerte.city/item/getraenke-althoff,,,,
,FRITZ BARTHEL ARMATUREN GMBH&CO.KG,Germany,,,,HRA 96040 |DE813235499|41/604/02348,Schnackenburgallee 16,,,Hamburg,,22525,,,DE2151017950,343861402,,,,www.barthel-armaturen.de,,,,
,BITO-LAGERTECHNIK,Germany,,,,HRB 21693 |DE291677455,Obertor 29,,,Meisenheim,,55590,,,DE6010040102,315732982,,,,www.bito.de,,,,
,FRITZ BOSSERT,Germany,,,,HRA 36279 |DE118475899|09/516/63360,Hermann-Buck-Weg 3,,,Hamburg,,22309,,,DE2150209136,329423719,,,,www.bossert-hamburg.de,,,,
,FRITZ DANNERT GMBH & CO KG,Germany,,,,HRA 4245 |DE126455401|341/5723/0200,Rosendahler Str. 141,,,Gevelsberg,,58285,,,DE4310001495,320441322,,,,www.fridavo.de,,,,
,KRAMER GMBH-EUR,Germany,,,,HRA 1693 |DE142109578|07195/03710,Stöckmatten 2-10,,,Umkirch,,79224,,,DE7010007658,318746336,,,,www.kramer-freiburg.com,,,,
,FROST & SULLIVAN GMBH,Germany,,,,HRB 121863 |DE342366456|001/609/60080,Clemensstraße 9,,,Frankfurt am Main,,60487,,,DE6070814329,343542587,,,,www.frost.com,,,,
,FROZELLI GMBH,Germany,,,,HRB 214003 |DE327472007,Bokeler Str. 2,,,Bersenbrück,,49593,,,DE2310358685,342986389,,,,www.softeis-mieten.de,,,,
,FRUITFUL OFFICE GMBH,Germany,,,,HRB 91494 |DE278169925|045/233/79407,Carl-Benz-Straße 31-33,,,Frankfurt am Main,,60386,,,DE6070609195,342274547,,,,www.fruitfuloffice.de,,,,
,FRYKA KAELTETECHNIK (583) GMBH,Germany,,,,HRB 210619 |DE145347441,Ohmstraße 4,,,Esslingen am Neckar,,73730,,,DE7330085067,316543719,,,,www.fryka.de,,,,
,FSP POWER SOLUTION GMBH,Germany,,,,HRB 12203 ,Jakobshöhe 16,,,Mönchengladbach,,41066,,,DE5230282730,312619048,,,,www.fsp-ps.de,,,,
,PAGO ETIKETTIERSYSTEME GMBH,Germany,,,,HRB 220945 |DE146262775,Gutenbergstraße 9,,,Aichtal,,72631,,,DE7330021151,316543164,,,,www.pago.com,,,,
,WAKO CHEMICALS GMBH,Germany,,,,HRB 3935 |DE120692698,Fuggerstraße 12,,,Neuss,,41468,,,DE5270011897,316982727,,,,www.wako-chemicals.de,,,,
,FURNESS CONTROLS GMBH,Germany,,,,HRB 5811 |DE811975610,Halskestraße 23,,,Willich,,47877,,,DE5210120244,314663428,,,,www.furness-controls.de,,,,
,FUTRONIKA AG,Germany,,,,HRB 177074 |DE227365317|143/100/51188,Fichtenstraße 17,,,Brunnthal,,85649,,,DE8330299128,332231054,,,,www.futronika.de,,,,
,DEC DEUTSCHLAND GMBH,Germany,,,,HRB 5291 |DE815114778|124/124/20452,Max-Knöferl-Straße 6,,,Geisenfeld,,85290,,,DE8130167496,341491974,,,,www.dec-group.de,,,,
,FRONIUS DEUTSCHLAND GMBH,Germany,,,,|DE152178375,Josef-Rodenstock-Str. 14 A,,,Heilbad Heiligenstadt,,37308,,,DE7090045623-1020,312898907,,,,,,,,
,GUT MBH,Germany,,,,HRB 1743 |DE812112338|020 234 91199,Usinger Str. 32,,,Friedberg (Hessen),,61169,,,DE6290124682,498104264,,,,www.gutmbh.de,,,,
,G. BIEDERER UG,Germany,,,,HRB 17663 |DE328175307|244/127/20829,Elferstraße 6,,,Regensburg,,93053,,,DE8230703558,343104242,,,,www.biederer-industriedemontagen.de,,,,
,NIS INGENIEURGESELLSCHAFT MBH,Germany,,,,HRB 10192 |DE233894502|204/115/21495,Industriestraße 13,,,Alzenau,,63755,,,DE8010138108,313704504,,,,www.siempelkamp-nis.com,,,,
,G+H ISOLIERUNG GMBH,Germany,,,,|DE812174496,Sarchinger Feld 14,,,Barbing,,93092,,,DE7150082584-1014,342678270,,,,www.guh-group.com/bereiche/isolierung,,,,
,GAECKEL BUROSYSTEME GMBH (508),Germany,,,,HRB 5728 |DE162608923,Frankfurter Str. 128,,,Darmstadt,,64293,,,DE6050093723,342694148,,,,www.gaeckel.de,,,,
,GALENPHARMA GMBH - EUR,Germany,,,,HRB 2237 KI ,Wittland 13,,,Kiel,,24109,,,DE2230021968,340472661,,,,www.galenpharma.de,,,,
,ZINSSER ANALYTIC GMBH,Germany,,,,HRB 18140 |DE114233041,Schwalbacher Str. 62,,,Eschborn,,65760,,,DE6070015344,316807452,,,,www.zinsser-analytic.com,,,,
,GFKL PAYPROTECT GMBH,Germany,,,,HRB 23664 |DE815284926,Am Europa-Center 1b,,,Essen,,45145,,,DE5110379336,326765724,,,,www.lowellgroup.de,,,,
,GARTENCENTER HOLLAND,Germany,,,,HRB 101524 B |DE203286448,Wilhelmsruher Damm 61,,,Berlin,,13439,,,DE2011751519,313294394,,,,www.gartencenter-holland.de/filialen/maerkisches-viertel,,,,
,GARTENCENTER PÖTSCHKE GMBH &,Germany,,,,HRA 3687 |DE124798733|316/5828/0098,Overberger Weg 11A,,,Schwerte,,58239,,,DE4190010348,319382008,,,,www.gartencenter-poetschke.de,,,,
,GASTROTEILESHOP.DE,Germany,,,,HRB 30518 |DE348548535,Dessauer Str. 85,,,Dessau-Roßlau,,6862,,,DE3290250934,343939530,,,,www.gastroteileshop.de,,,,
,MAIN-KINZIG NETZDIENSTE GMBH,Germany,,,,HRB 92150 |DE256960708|035 225 12998,Rudolf-Diesel-Straße 5a,,,Gelnhausen,,63571,,,DE6130164636,312553405,,,,www.mainkinzignetzdienste.de,,,,
,MACIO GMBH,Germany,,,,HRB 5832 KI |DE219975240|20/292/48141,Am Kiel-Kanal 1,,,Kiel,,24106,,,DE2230136483,344765545,,,,www.macio.de,,,,
,GBP-WÄCHTER GMBH,Germany,,,,HRB 784309 |DE267309655,Industriestraße 27,,,Bammental,,69245,,,DE7050294513,341468132,,,,www.gbp-waechter.de,,,,
,GBU GMBH (583),Germany,,,,HRB 22343 |DE147814858|99022/11932,Rotenbergstraße 8,,,Stuttgart,,70190,,,DE7330215138,344131144,,,,www.gbumbh.de,,,,
,GDMB INFORMATIONSGESELLSCHFT M,Germany,,,,VR 170112 |DE115385303|21/215/58009,Paul-Ernst-Straße 10,,,Clausthal-Zellerfeld,,38678,,,DE2130047108,329796945,,,,www.gdmb.de,,,,
,TROPACK PACKMITTEL GMBH,Germany,,,,HRB 1337 |DE112635705|020 246 60587,Vor dem Polstück 8,,,Lahnau,,35633,,,DE6110117522,329711691,,,,www.tropack.de,,,,
,GEBR. BAUERNFEIND FUSSBODENDESIGN GMBH,Germany,,,,HRB 128869 ,Griesstraße 13,,,Alling,,82239,,,DE8330251162,329063437,,,,www.bauernfeind-gmbh.de,,,,
,"GEBR ZIRWICK, GMBH & CO",Germany,,,,HRA 102231 |DE814990732|65213/66908,Burgweg 32,,,Ilsfeld,,74360,,,DE7070002195,316139187,,,,www.zirwick.de,,,,
,KRINGS AUTOMOBILE / P. JACOBS AUTOMOBILE,Germany,,,,HRA 6495 ,Bundesstraße 91-93,,,Simmerath,,52152,,,DE5010384906,551114882,,,,,,,,
,GEBRÜDER LÖDIGE MASCHINENBAU,Germany,,,,HRB 29 |DE126227843,Elsener Str. 7,,,Paderborn,,33102,,,DE4290002966,315966093,,,,www.loedige.de,,,,
,GEBRÜDER LOTTER KG                 HANDELSUNTERNEHMEN,Germany,,,,HRA 200050 |DE146139247,Waldäcker 15,,,Ludwigsburg,,71636,,,DE7330005841,315786053,,,,www.lotter.de,,,,
,DR SPIESS CHEMISCHE FABRIK,Germany,,,,HRA 31253 |DE148423191|27/203/70628,Hauptstraße 4,,,Kleinkarlbach,,67271,,,DE7150055632,330174223,,,,www.gechem.de,,,,
,GECHTER GMBH,Germany,,,,HRB 4719 |DE220251067|218/127/20608,Ostring 3,,,Obermichelbach,,90587,,,DE8190276126,314554093,,,,www.gechter.de,,,,
,GECHTER WERKZEUG- UND MASCHINENBAU GMBH,Germany,,,,HRB 19098 |DE347023450,Ostring 3,,,Obermichelbach,,90587,,,DE8191068072,343856062,,,,www.gechter.com,,,,
,GEFRAN DEUTSCHLAND GMBH,Germany,,,,HRB 22481 |DE159518412|035 234 15699,Philipp-Reis-Straße 9A,,,Seligenstadt,,63500,,,DE6210126816,344351424,,,,www.gefran.de,,,,
,GEGENBAUER FACILITY MANAGEMENT,Germany,,,,|DE186723951,Paul-Robeson-Straße 37,,,Berlin,,10439,,,DE2010859375-1000,315727115,,,,www.gegenbauer.de,,,,
,GEISSLER KENNZEICHNUNGSTECHNIK E.K.,Germany,,,,HRA 2883 NO |DE194711854|11/060/03124,Mühlenweg 131-139,,,Norderstedt,,22844,,,DE2390217768,332396170,,,,www.geissler-kennzeichnung.de,,,,
,"AUF-VERTRIEB GMBH, WARDENBURG",Germany,,,,HRB 5703 |DE240144836|64/202/21386,Friedrichstraße 13,,,Wardenburg,,26203,,,DE2370178377,312661495,,,,www.auf-vertrieb.de,,,,
,GEMPEX GMBH,Germany,,,,|DE813456935,Besselstraße 6,,,Mannheim,,68219,,,DE7110233070-1000,506864201,,,,,,,,
,GEMÜ GEBR. MÜLLER APPARATEBAU,Germany,,,,HRA 590394 |DE146281082,Fritz-Müller-Straße 6-8,,,Ingelfingen,,74653,,,DE7070000488,316144542,,,,www.gemue.de,,,,
,GEMÜ GEBR. MÜLLER,Germany,,,,HRA 728247 |DE287661252|76050/90668,Fritz-Müller-Straße 6-8,,,Ingelfingen,,74653,,,DE7070313567,316144542,,,,www.gemu-group.com,,,,
,GENDOLLA MEDICAL CONSULTING,Germany,,,,HRB 29775 ,Am Alfredusbad 2,,,Essen,,45133,,,DE5110460004,315221827,,,,praxis-gendolla.de,,,,
,GENERALI DEUTSCHLAND AG,Germany,,,,VR 16462 ,Oeder Weg 151,,,Frankfurt am Main,,60318,,,DE6070781014,343434547,,,,www.generali.de,,,,
,EMICO SYSKOMP GMBH,Germany,,,,HRA 1936 ,Max-Planck-Straße 1,,,Amberg,,92224,,,DE8190430800,388002730,,,,,,,,
,GENOMA NORMTEILE GMBH,Germany,,,,HRB 100343 |DE811870268|22/200/43724,Schultheißenstraße 18,,,Hameln,,31789,,,DE2170033045,327284196,,,,www.genoma.de,,,,
,GENTHNER GMBH,Germany,,,,HRB 503825 |DE811874486|49037/10038,Gewerbestraße 40,,,Birkenfeld,,75217,,,DE7230158292,313859969,,,,www.genthner.com,,,,
,GHM MESSTECHNIK GMBH,Germany,,,,|DE286993999,Hans-Sachs-Straße 26,,,Regenstauf,,93128,,,DE8170967160-1000,313803543,,,,www.ghm-group.de,,,,
,GEORG BERGER MARKETING GMBH,Germany,,,,HRB 739656 |DE157431754,Stuttgarter Str. 84/4,,,Kirchheim unter Teck,,73230,,,DE7330997882,340668891,,,,www.berger-marketing.eu,,,,
,GEORG FISCHER GMBH,Germany,,,,HRB 531780 |DE811121471,Daimlerstraße 6,,,Albershausen,,73095,,,DE7030025682,328876628,,,,www.georgfischer.de,,,,
,NORDMANN RASSMANN GMBH & CO/NYACOL INC:,Germany,,,,HRB 89035 |DE813843050|48/747/02353,Kajen 2,,,Hamburg,,20459,,,DE2151180197,327887014,,,,www.nordmann-holding.com,,,,
,"SCHREPFER GMBH,NUERNBERG",Germany,,,,HRB 33258 |DE307955982|241/127/33163,Happurger Str. 74,,,Nürnberg,,90482,,,DE8190892073,313367551,,,,www.georgschrepfer.de,,,,
,GEORG THIEME VERLAG KG,Germany,,,,HRA 3499 |DE147638607|97108/00604,Rüdigerstraße 14,,,Stuttgart,,70469,,,DE7330016393,316490721,,,,www.thieme.de,,,,
,GEORGE HUNTINGTON INSTITUT,Germany,,,,HRB 14484 |DE291020756|337/5940/0768,Johann-Krane-Weg 27,,,Münster,,48149,,,DE4250545124,312876057,,,,www.ghi-muenster.de,,,,
,GERBU,Germany,,,,HRB 333256 |DE143459398,Rischerstraße 12,,,Heidelberg,,69123,,,DE7050048691,324309939,,,,www.gerbu.de,,,,
,GERHARD PONS GMBH,Germany,,,,HRB 9941 |DE182038716,Luisenstraße 58,,,Neu-Isenburg,,63263,,,DE6210146900,314934704,,,,www.pons-gmbh.de,,,,
,KORRODIN GMBH CO. KG,Germany,,,,HRA 6349 |DE133495426|247/173/07409,Duisburger Str. 46,,,Nürnberg,,90451,,,DE8190023144,318294006,,,,www.korrodin.biz,,,,
,GERMAN MOLD SERVICE 24 GMBH,Germany,,,,HRB 99378 ,Max-Planck-Straße 3,,,Eppertshausen,,64859,,,DE6050350676,342921060,,,,www.gms-24.de,,,,
,GERO GMBH,Germany,,,,HRB 4555 |DE813374896|216/127/30242,Dieselstraße 2,,,Forchheim,,91301,,,DE8070159994,344794602,,,,www.gero-gmbh.eu,,,,
,GERRESHEIMER BUNDE GMBH,Germany,,,,HRB 7866 |DE811146735,Erich-Martens-Straße 26,,,Bünde,,32257,,,DE4170010901,315626713,,,,www.gerresheimer.com,,,,
,GERT FRANK E.K.,Germany,,,,HRA 5757 |DE214345402|202/5104/1115,Leuwstraße 25,,,Stolberg,,52224,,,DE5010031988,318190949,,,,gute-adressen-wismar.de,,,,
,"POEPPELMANN, LOHNE",Germany,,,,HRB 110267 ,Bakumer Str. 73,,,Lohne (Oldenburg),,49393,,,DE2050030690,315542852,,,,www.poeppelmann.com,,,,
,GESCHMACKSFESTSPIELE UG,Germany,,,,HRB 14020 |DE293446536|244/127/30905,Scheuerkreuzweg 2,,,Wenzenbach,,93173,,,DE8230588192,313004982,,,,www.geschmacksfestspiele.de,,,,
,GESELLSCHAFT DEUTSCHER CHEMIKER,Germany,,,,VR 4453 |DE114235061,Varrentrappstraße 40-42,,,Frankfurt am Main,,60486,,,DE6070109600,322868365,,,,www.gdch.de,,,,
,DEUTSCHER FACHJOURNALISTEN-VERBAND,Germany,,,,VR 26252 B ,Karmeliterweg 84,,,Berlin,,13465,,,DE2011812504,507498207,,,,www.gastronomie.de,,,,
,GESELLSCHAFT F. ROTORD. UNTERSUCH-,Germany,,,,HRB 21072 |DE296598005,Ranieser Weg 4,,,Magdeburg,,39114,,,DE3170332350,313224659,,,,www.rdu-gmbh.de,,,,
,GESUNDHEITSWIRTSCHAFT NORDWEST E.V.,Germany,,,,VR 7429 HB ,Hinter dem Schütting 8,,,Bremen,,28195,,,DE2050938499,314684367,,,,www.gesundheitswirtschaft-nordwest.de,,,,
,GETEC ZEITARBEIT GMBH,Germany,,,,HRB 4657 ,Schulstraße 2B,,,Großkrotzenburg,,63538,,,DE6130060438,341172773,,,,www.getec-zeitarbeit.de,,,,
,GETRANKE MULLER RIESO GMBH (508),Germany,,,,HRB 100676 |DE333001229|007 234 11058,Eberstadt Straße 89,,,Pfungstadt,,64319,,,DE5030782862,343237193,,,,www.rieso.de,,,,
,GETRÄNKE REUTER,Germany,,,,HRA 69310 |DE128172622|117/262/10189,Hartstraße 140,,,Germering,,82110,,,DE8330017986,329217145,,,,www.getraenkereuter.de,,,,
,GETRÄNKE ROSENFELD,Germany,,,,HRA 5697 |DE280479732,Königsbenden 48,,,Eschweiler,,52249,,,DE5010127148,322212739,,,,www.getraenke-rosenfeld.de,,,,
,GETRÄNKE-NEUWIRTH,Germany,,,,HRA 31533 |DE113167511,Im Steingrund 2,,,Dreieich,,63303,,,DE6210033522,498912674,,,,www.neuwirth-getraenke.de,,,,
,M+R MULTITRONIK GMBH,Germany,,,,HRB 15871 PI |DE134853261,Grootkoppel 16,,,Reinfeld,,23858,,,DE2270103298,329785364,,,,www.mrmultitronik.de,,,,
,GEWA,Germany,,,,HRB 11940 |DE120644174,Fahnhorststraße 13,,,Oberhausen,,46117,,,DE5250007045,320231228,,,,www.gewa-gruppe.de,,,,
,GEWO FEINMECHANIK GMBH,Germany,,,,HRB 73069 |DE128019107|114/118/80127,Bahnhofstraße 23,,,Wörth,,85457,,,DE8350033521,324238187,,,,www.gewo.net,,,,
,GFF STUDIENZENTRUM GMBH,Germany,,,,HRB 22763 ,Aukammallee 33,,,Wiesbaden,,65191,,,DE6250213445,551365864,,,,,,,,
,GFM GESELLSCHAFT FÜR MICRONISIERUNG,Germany,,,,HRB 13235 HB |DE114412199|71/566/02560,Lesumer Heerstraße 30,,,Bremen,,28717,,,DE2050192568,328866827,,,,www.gfm-bremen.de,,,,
,GGM GASTRO INTERNATIONAL GMBH,Germany,,,,HRB 9637 |DE815306247|311/5880/2042,Weinerpark 16,,,Ochtrup,,48607,,,DE4250353251,342270024,,,,www.ggmgastro.com,,,,
,FLUKE PROCESS INSTRUMENTS GMBH,Germany,,,,HRB 39930 B |DE137217048,Blankenburger Str. 135,,,Berlin,,13127,,,DE2010358230,330085036,,,,www.flukeprocessinstruments.com,,,,
,GHORFA ARAB-GERMAN CHAMBER OF,Germany,,,,VR 19886 B |DE214054638|27/620/55716,Garnisonkirchplatz 1,,,Berlin,,10178,,,DE2011223304,320919145,,,,www.ghorfa.de,,,,
